-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
-0.144605  0.114591 -0.982832
 0.965016 -0.258625  0.0431042
-0.255612 -0.949702 -0.180913
 0.391087  0.18631   0.901299
