 L(Box Size): 128	 H(Magnetic Field): -0.000000e+00 -0.000000e+00 0.000000e+00 	 MCSteps: 1000
T	3.000000e+00	 <m> 	9.463493e-03   	M	1.550499e+02
T	3.000000e+00	 <m> 	1.031576e-02   	M	1.690135e+02
T	2.997000e+00	 <m> 	1.019166e-02   	M	1.669802e+02
T	2.991006e+00	 <m> 	9.194377e-03   	M	1.506407e+02
T	2.982033e+00	 <m> 	1.004849e-02   	M	1.646345e+02
T	2.970105e+00	 <m> 	9.886352e-03   	M	1.619780e+02
T	2.955254e+00	 <m> 	9.522091e-03   	M	1.560099e+02
T	2.937523e+00	 <m> 	1.038203e-02   	M	1.700991e+02
T	2.916960e+00	 <m> 	1.072122e-02   	M	1.756565e+02
T	2.893624e+00	 <m> 	1.005588e-02   	M	1.647556e+02
T	2.867582e+00	 <m> 	1.040252e-02   	M	1.704349e+02
T	2.838906e+00	 <m> 	1.065874e-02   	M	1.746328e+02
T	2.807678e+00	 <m> 	9.635015e-03   	M	1.578601e+02
T	2.773986e+00	 <m> 	9.137229e-03   	M	1.497044e+02
T	2.737924e+00	 <m> 	9.860310e-03   	M	1.615513e+02
T	2.699593e+00	 <m> 	1.029659e-02   	M	1.686993e+02
T	2.659099e+00	 <m> 	9.457844e-03   	M	1.549573e+02
T	2.616554e+00	 <m> 	1.052675e-02   	M	1.724702e+02
T	2.572072e+00	 <m> 	9.641550e-03   	M	1.579672e+02
T	2.525775e+00	 <m> 	1.096490e-02   	M	1.796489e+02
T	2.477785e+00	 <m> 	9.049329e-03   	M	1.482642e+02
T	2.428230e+00	 <m> 	1.010430e-02   	M	1.655488e+02
T	2.377237e+00	 <m> 	1.031458e-02   	M	1.689940e+02
T	2.324938e+00	 <m> 	1.081532e-02   	M	1.771982e+02
T	2.271464e+00	 <m> 	1.114091e-02   	M	1.825326e+02
T	2.216949e+00	 <m> 	9.988985e-03   	M	1.636595e+02
T	2.161525e+00	 <m> 	1.173177e-02   	M	1.922132e+02
T	2.105325e+00	 <m> 	1.230274e-02   	M	2.015682e+02
T	2.048482e+00	 <m> 	1.149761e-02   	M	1.883768e+02
T	1.991124e+00	 <m> 	1.174086e-02   	M	1.923623e+02
